experiment_id	omics_type	condition_2	cell_line	strain	entrez_id	symbol	q_value	log2fc
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	3948	LDHC	0.537554	7.5756
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	4257	MGST1	0.690278	0.177761
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	4258	MGST2	0.543421	0.288181
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	4259	MGST3	0.994311	0.00513996
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	4353	MPO	1	1.797693134e+308
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	4548	MTR	0.0351916	-0.615953
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	4837	NNMT	0.193224	-1.18582
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	4860	PNP	0.0392549	0.569304
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	4942	OAT	0.000883499	-0.815478
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	5625	PRODH	1	-2.395
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	5723	PSPH	0.88188	-0.100364
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	5831	PYCR1	0.850574	0.107389
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	6301	SARS	0.791329	-0.130781
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	6389	SDHA	0.868599	-0.0899841
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	6390	SDHB	0.85305	0.102353
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	6470	SHMT1	0.30765	-0.513523
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	6472	SHMT2	0.902953	0.0754595
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	8528	DDO	0.542662	5.41344
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	8639	AOC3	1	4.00742
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	8658	TNKS	0.00162159	-0.933814
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	8659	ALDH4A1	0.703171	-0.176669
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	9380	GRHPR	0.453024	0.278364
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	9446	GSTO1	0.116007	0.452448
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	9517	SPTLC2	0.0435431	-0.570766
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	10038	PARP2	0.124568	-0.53507
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	10039	PARP3	0.648886	0.242667
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	10135	NAMPT	0.848001	0.105443
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	10247	RIDA	0.310008	-0.465637
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	10606	PAICS	0.0217793	-0.626669
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	10768	AHCYL1	0.00228517	-0.788195
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	10993	SDS	1	1.797693134e+308
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	23382	AHCYL2	0.0204596	-0.74276
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	23408	SIRT5	0.751429	0.195883
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	23411	SIRT1	0.000883499	-1.261
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	25976	TIPARP	0.0351916	-0.575706
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	27306	HPGDS	1	0
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	29920	PYCR2	0.900148	-0.078959
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	51547	SIRT7	0.825044	0.14216
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	51548	""	0.978004	0.0234528
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	54625	PARP14	0.000883499	3.39274
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	54938	SARS2	0.87513	0.18197
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	54956	PARP16	0.043023	-1.15975
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	55157	DARS2	0.0322763	-0.597111
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	55304	SPTLC3	0.0704037	-0.798381
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	56267	KYAT3	0.969719	0.0385287
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	56829	ZC3HAV1	0.000883499	2.49568
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	56965	PARP6	0.0649145	0.625632
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	57097	PARP11	0.945885	-0.0677651
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	64761	PARP12	0.000883499	3.00655
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	65263	PYCR3	0.453521	0.309569
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	79668	PARP8	0.0153641	0.732088
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	80150	ASRGL1	1	0.0641005
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	80351	TNKS2	0.785044	0.141462
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	81490	PTDSS2	0.771543	0.150997
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	81889	FAHD1	0.296746	-0.374129
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	83666	PARP9	0.000883499	3.33562
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	84875	PARP10	0.000883499	3.25904
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	93100	NAPRT	0.202472	0.425768
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	112849	L3HYPDH	0.889879	0.117984
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	113675	SDSL	0.064487	0.838057
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	119391	GSTO2	0.093301	0.54548
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	122622	ADSSL1	0.152092	-0.86528
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	132158	GLYCTK	0.979274	0.026285
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	165631	PARP15	0.0552381	4.95026
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	259307	IL4I1	1	2.90026
htbeH3N2rna-HTBE	RNAseq	H3N2_12H	HTBE	H3	373156	GSTK1	0.466274	0.275667
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	97	ACYP1	0.135803	0.844662
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	98	ACYP2	0.105214	0.944953
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	128	ADH5	0.0875453	-0.485448
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	142	PARP1	0.125937	-0.463018
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	143	PARP4	0.000883499	1.20335
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	158	ADSL	0.000883499	-0.914512
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	159	ADSS	0.670263	0.208044
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	175	AGA	1	-1.797693134e+308
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	175	AGA	0.738451	-0.221484
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	191	AHCY	0.000883499	-1.32673
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	217	ALDH2	0.95778	-0.0377693
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	219	ALDH1B1	0.00228517	-0.796032
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	223	ALDH9A1	0.0751618	-0.530014
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	224	ALDH3A2	0.0354305	-0.600488
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	314	AOC2	0.0688249	1.14601
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	440	ASNS	0.00288769	-0.86377
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	445	ASS1	0.482871	-0.280675
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	501	ALDH7A1	0.0477458	-0.560172
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	683	BST1	0.14461	1.68537
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	875	CBS	0.609473	-0.270977
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	883	KYAT1	0.000883499	-0.924514
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	952	CD38	0.000883499	1.797693134e+308
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	1066	CES1	0.799642	-0.129874
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	1066	CES1	1	0
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	1491	CTH	0.441475	-0.546222
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	1583	CYP11A1	0.0466663	1.88007
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	1615	DARS	0.0461513	0.561117
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	2184	FAH	0.00346797	-0.821163
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	2271	FH	0.011812	-0.699423
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	2805	GOT1	0.0101864	-0.700429
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	2806	GOT2	0.00509187	-0.749972
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	2941	GSTA4	0.394983	-0.398447
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	2944	GSTM1	0.232664	-0.481282
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	2946	GSTM2	0.422595	-0.636018
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	2947	GSTM3	0.00288769	-0.839584
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	2948	GSTM4	0.230941	-0.496664
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	2950	GSTP1	0.0988311	-0.535238
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	3939	LDHA	0.547121	-0.247831
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	3945	LDHB	0.932361	0.052556
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	3948	LDHC	0.000883499	1.797693134e+308
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	4257	MGST1	0.0411154	0.578527
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	4258	MGST2	0.763891	-0.169255
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	4259	MGST3	0.763101	-0.14656
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	4353	MPO	1	1.797693134e+308
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	4548	MTR	0.998508	0.000572521
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	4837	NNMT	0.0237642	-2.9929
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	4860	PNP	0.366992	0.308495
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	4942	OAT	0.850574	0.0992303
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	5625	PRODH	0.0186427	-2.2584
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	5723	PSPH	0.118556	-0.55596
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	5831	PYCR1	0.000883499	-0.978929
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	6301	SARS	0.00346797	-0.772008
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	6389	SDHA	0.0656645	-0.519941
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	6390	SDHB	0.643536	-0.202988
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	6470	SHMT1	0.138064	-0.730333
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	6472	SHMT2	0.00659945	-0.747436
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	8528	DDO	1	1.797693134e+308
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	8639	AOC3	1	2.5788
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	8658	TNKS	0.255022	-0.386023
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	8659	ALDH4A1	0.000883499	-1.14984
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	9380	GRHPR	0.000883499	-0.832966
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	9446	GSTO1	0.151626	-0.428668
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	9517	SPTLC2	0.133384	0.452272
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	10038	PARP2	0.166004	-0.538982
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	10039	PARP3	0.000883499	1.18513
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	10135	NAMPT	0.000883499	1.48592
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	10247	RIDA	0.921089	0.0935814
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	10606	PAICS	0.907058	0.0702855
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	10768	AHCYL1	0.371554	-0.314176
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	10993	SDS	1	1.797693134e+308
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	23382	AHCYL2	0.0510495	-0.619645
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	23408	SIRT5	0.968792	-0.0340611
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	23411	SIRT1	0.873586	-0.141686
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	25976	TIPARP	0.059598	0.528414
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	27306	HPGDS	1	0
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	29920	PYCR2	0.000883499	-0.92787
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	51547	SIRT7	0.340649	-0.399243
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	51548	""	0.710931	-0.190518
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	54625	PARP14	0.000883499	4.14582
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	54938	SARS2	0.105948	-0.854166
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	54956	PARP16	0.0457113	-0.961425
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	55157	DARS2	0.145536	-0.461147
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	55304	SPTLC3	0.0586263	-0.854473
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	56267	KYAT3	0.654361	0.3379
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	56829	ZC3HAV1	0.000883499	2.65748
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	56965	PARP6	0.129431	0.509288
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	57097	PARP11	0.405405	-0.511784
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	64761	PARP12	0.000883499	2.78463
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	65263	PYCR3	0.00346797	-0.890958
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	79668	PARP8	0.00228517	0.874073
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	80150	ASRGL1	1	-0.266166
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	80351	TNKS2	0.218403	0.410432
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	81490	PTDSS2	0.000883499	-0.881343
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	81889	FAHD1	0.759175	0.162444
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	83666	PARP9	0.000883499	4.23597
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	84875	PARP10	0.000883499	3.1099
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	93100	NAPRT	0.00974156	-0.715346
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	112849	L3HYPDH	0.548864	0.379043
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	113675	SDSL	0.316959	0.44438
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	119391	GSTO2	0.477988	-0.291841
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	122622	ADSSL1	0.935876	0.072972
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	132158	GLYCTK	0.738232	-0.235318
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	165631	PARP15	0.0931233	5.51823
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	259307	IL4I1	0.269203	3.49051
htbeH3N2rna-HTBE	RNAseq	H3N2_18H	HTBE	H3	373156	GSTK1	0.837166	-0.108188
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	97	ACYP1	0.613234	-0.36551
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	98	ACYP2	0.940419	0.0868077
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	128	ADH5	0.803239	0.156752
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	142	PARP1	0.675371	-0.224798
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	143	PARP4	0.213856	-0.476498
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	158	ADSL	0.715937	0.204224
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	159	ADSS	0.735105	-0.20685
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	175	AGA	1	0
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	175	AGA	0.910389	0.108267
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	191	AHCY	0.309153	0.415558
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	217	ALDH2	0.768089	0.173454
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	219	ALDH1B1	0.768769	0.174842
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	223	ALDH9A1	0.832746	-0.145026
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	224	ALDH3A2	0.672194	-0.229918
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	314	AOC2	0.485222	0.630253
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	440	ASNS	0.999214	-0.000438089
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	445	ASS1	0.112869	0.578998
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	501	ALDH7A1	0.945395	0.0612593
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	683	BST1	0.576597	-0.577142
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	875	CBS	0.468089	0.366684
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	883	KYAT1	0.0641198	0.69168
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	952	CD38	1	0
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	1066	CES1	0.984716	0.0180876
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	1066	CES1	1	-Inf
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	1491	CTH	0.996231	0.00474572
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	1583	CYP11A1	1	1.74035
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	1615	DARS	0.948109	-0.0580506
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	2184	FAH	0.358863	0.390534
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	2271	FH	0.9307	-0.0728459
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	2805	GOT1	0.792419	0.167557
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	2806	GOT2	0.792311	0.162661
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	2941	GSTA4	0.820814	-0.172479
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	2944	GSTM1	0.506132	0.367324
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	2946	GSTM2	0.461488	0.602601
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	2947	GSTM3	0.837181	0.148909
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	2948	GSTM4	0.0844247	0.754491
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	2950	GSTP1	0.0807305	0.651091
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	3939	LDHA	0.923845	-0.0901869
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	3945	LDHB	0.980171	-0.0238373
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	3948	LDHC	1	-Inf
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	4257	MGST1	0.83758	-0.138532
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	4258	MGST2	0.859024	-0.14203
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	4259	MGST3	0.711632	0.200155
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	4353	MPO	1	0
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	4548	MTR	0.399114	-0.377153
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	4837	NNMT	0.393808	0.451426
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	4860	PNP	0.637957	0.234036
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	4942	OAT	0.974228	0.0317524
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	5625	PRODH	0.133776	1.01903
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	5723	PSPH	0.751202	-0.211573
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	5831	PYCR1	0.153833	0.521441
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	6301	SARS	0.674043	0.220703
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	6389	SDHA	0.411891	0.343299
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	6390	SDHB	0.941834	0.0648416
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	6470	SHMT1	0.777965	0.24721
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	6472	SHMT2	0.323117	0.410771
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	8528	DDO	1	1.3779
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	8639	AOC3	1	1.65112
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	8658	TNKS	0.566072	-0.286543
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	8659	ALDH4A1	0.0728884	0.616782
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	9380	GRHPR	0.475326	0.313659
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	9446	GSTO1	0.854927	0.127724
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	9517	SPTLC2	0.531794	-0.295102
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	10038	PARP2	0.829379	-0.1643
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	10039	PARP3	0.148904	0.589841
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	10135	NAMPT	0.831355	-0.148776
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	10247	RIDA	0.71006	-0.249632
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	10606	PAICS	0.546806	-0.28379
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	10768	AHCYL1	0.862655	-0.122137
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	10993	SDS	1	0
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	23382	AHCYL2	0.69896	0.23245
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	23408	SIRT5	0.976195	0.0354576
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	23411	SIRT1	0.760384	-0.212873
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	25976	TIPARP	0.512354	-0.298522
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	27306	HPGDS	1	0
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	29920	PYCR2	0.734431	0.199244
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	51547	SIRT7	0.195585	0.530285
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	51548	""	0.109991	0.59782
htbeH1N1rna-HTBE	RNAseq	H1N1_03H	HTBE	H1	54625	PARP14	0.0565786	-0.666632
