Modified.sequence	m/z	Retention time	Group	Use	RawFile	Intensity	Proteins	Charge
101.1/5.0	101.0693	5.02	""	TRUE	H5LungPBS4d-2	4919	101.1/5.0	1
104.0/0.4	103.9642	0.38	""	TRUE	H5LungPBS4d-2	92	104.0/0.4	1
104.1/7.1	104.0884	7.08	""	TRUE	H5LungPBS4d-2	2312	104.1/7.1	1
104.1/4.8	104.0904	4.75	(Monoisotopic)	TRUE	H5LungPBS4d-2	619421	104.1/4.8	1
104.1/6.8	104.0906	6.84	(Monoisotopic)	TRUE	H5LungPBS4d-2	1569726	104.1/6.8	1
104.1/3.7	104.0906	3.67	(Monoisotopic)	TRUE	H5LungPBS4d-2	5037	104.1/3.7	1
104.1/4.5	104.1074	4.49	""	TRUE	H5LungPBS4d-2	2039	104.1/4.5	1
104.1/0.4	104.1154	0.38	""	TRUE	H5LungPBS4d-2	1567	104.1/0.4	1
105.0/4.9	104.9753	4.93	""	TRUE	H5LungPBS4d-2	304	105.0/4.9	1
105.0/8.7	104.9762	8.74	""	TRUE	H5LungPBS4d-2	268115	105.0/8.7	1
105.0/8.7	104.9918	8.68	""	TRUE	H5LungPBS4d-2	197262	105.0/8.7	1
105.0/8.2	104.9919	8.2	""	TRUE	H5LungPBS4d-2	111239	105.0/8.2	1
105.1/6.8	105.0938	6.85	""	TRUE	H5LungPBS4d-2	174	105.1/6.8	1
106.9/9.0	106.9349	9.03	""	TRUE	H5LungPBS4d-2	0	106.9/9.0	1
108.0/9.8	107.9928	9.84	""	TRUE	H5LungPBS4d-2	5615	108.0/9.8	1
112.9/9.2	112.8754	9.24	""	TRUE	H5LungPBS4d-2	0	112.9/9.2	1
113.1/20.8	113.0893	20.77	""	TRUE	H5LungPBS4d-2	17523	113.1/20.8	1
113.1/20.9	113.0896	20.94	(Monoisotopic)	TRUE	H5LungPBS4d-2	30595	113.1/20.9	1
114.1/4.9	114.0902	4.93	""	TRUE	H5LungPBS4d-2	10421	114.1/4.9	1
114.1/4.4	114.0907	4.4	""	TRUE	H5LungPBS4d-2	43133	114.1/4.4	1
115.1/5.1	115.0859	5.13	""	TRUE	H5LungPBS4d-2	9293	115.1/5.1	1
115.1/3.3	115.0871	3.31	""	TRUE	H5LungPBS4d-2	11489	115.1/3.3	1
116.0/9.4	116.0136	9.39	""	TRUE	H5LungPBS4d-2	0	116.0/9.4	1
116.1/9.9	116.0505	9.93	""	TRUE	H5LungPBS4d-2	10974	116.1/9.9	1
118.1/9.5	118.066	9.48	(Monoisotopic)	TRUE	H5LungPBS4d-2	152346	118.1/9.5	1
118.1/10.3	118.0664	10.3	""	TRUE	H5LungPBS4d-2	194	118.1/10.3	1
118.1/7.3	118.1002	7.25	""	TRUE	H5LungPBS4d-2	17	118.1/7.3	1
118.1/5.5	118.1027	5.49	(Monoisotopic)	TRUE	H5LungPBS4d-2	68373	118.1/5.5	1
118.1/3.4	118.1032	3.4	""	TRUE	H5LungPBS4d-2	83931	118.1/3.4	1
118.1/6.6	118.1032	6.55	""	TRUE	H5LungPBS4d-2	54465	118.1/6.6	1
118.1/22.7	118.1217	22.66	""	TRUE	H5LungPBS4d-2	15939	118.1/22.7	1
118.1/10.9	118.1219	10.89	""	TRUE	H5LungPBS4d-2	2814	118.1/10.9	1
118.1/5.1	118.122	5.12	""	TRUE	H5LungPBS4d-2	43875	118.1/5.1	1
118.1/0.4	118.1317	0.38	(Monoisotopic)	TRUE	H5LungPBS4d-2	49671	118.1/0.4	1
119.1/3.9	119.0653	3.94	""	TRUE	H5LungPBS4d-2	44263	119.1/3.9	1
120.1/9.3	120.0605	9.3	(Monoisotopic)	TRUE	H5LungPBS4d-2	4246	120.1/9.3	1
122.1/23.1	122.0509	23.09	""	TRUE	H5LungPBS4d-2	10577	122.1/23.1	1
122.1/1.1	122.0763	1.12	(Monoisotopic)	TRUE	H5LungPBS4d-2	24652	122.1/1.1	1
122.1/6.6	122.0764	6.55	""	TRUE	H5LungPBS4d-2	1394	122.1/6.6	1
122.9/9.1	122.9041	9.12	""	TRUE	H5LungPBS4d-2	0	122.9/9.1	1
123.0/9.4	123.0332	9.4	""	TRUE	H5LungPBS4d-2	0	123.0/9.4	1
123.0/4.8	123.0343	4.84	""	TRUE	H5LungPBS4d-2	436827	123.0/4.8	1
123.1/0.1	123.0789	0.06	""	TRUE	H5LungPBS4d-2	8564	123.1/0.1	1
124.0/9.7	124.0036	9.71	""	TRUE	H5LungPBS4d-2	8622	124.0/9.7	1
124.1/0.1	124.0636	0.07	(Monoisotopic)	TRUE	H5LungPBS4d-2	9255	124.1/0.1	1
124.1/6.3	124.0636	6.25	""	TRUE	H5LungPBS4d-2	6251	124.1/6.3	1
124.1/2.2	124.0636	2.19	""	TRUE	H5LungPBS4d-2	1040	124.1/2.2	1
124.1/0.6	124.0637	0.65	""	TRUE	H5LungPBS4d-2	7436	124.1/0.6	1
124.1/23.1	124.0638	23.1	(Monoisotopic)	TRUE	H5LungPBS4d-2	4319	124.1/23.1	1
124.1/21.7	124.0639	21.74	(Monoisotopic)	TRUE	H5LungPBS4d-2	2612	124.1/21.7	1
124.1/18.4	124.0639	18.44	(Monoisotopic)	TRUE	H5LungPBS4d-2	182	124.1/18.4	1
124.1/9.4	124.0865	9.37	(Monoisotopic)	TRUE	H5LungPBS4d-2	2455	124.1/9.4	1
126.0/9.9	125.999	9.88	(Monoisotopic)	TRUE	H5LungPBS4d-2	279635	126.0/9.9	1
126.0/10.5	126.0218	10.46	""	TRUE	H5LungPBS4d-2	11635	126.0/10.5	1
126.1/5.2	126.0802	5.22	""	TRUE	H5LungPBS4d-2	33145	126.1/5.2	1
126.1/5.9	126.0811	5.93	""	TRUE	H5LungPBS4d-2	441	126.1/5.9	1
126.1/21.4	126.0812	21.41	""	TRUE	H5LungPBS4d-2	21287	126.1/21.4	1
126.1/6.9	126.0814	6.85	""	TRUE	H5LungPBS4d-2	543	126.1/6.9	1
126.1/7.1	126.0815	7.13	""	TRUE	H5LungPBS4d-2	139	126.1/7.1	1
126.1/0.4	126.0817	0.38	(Monoisotopic)	TRUE	H5LungPBS4d-2	65510	126.1/0.4	1
126.1/9.5	126.0819	9.53	""	TRUE	H5LungPBS4d-2	19133	126.1/9.5	1
126.1/1.2	126.1011	1.21	(Monoisotopic)	TRUE	H5LungPBS4d-2	38478	126.1/1.2	1
127.0/5.5	127.0273	5.53	""	TRUE	H5LungPBS4d-2	24020	127.0/5.5	1
127.1/20.9	127.0648	20.85	(Monoisotopic)	TRUE	H5LungPBS4d-2	16704	127.1/20.9	1
127.1/6.4	127.084	6.38	""	TRUE	H5LungPBS4d-2	26093	127.1/6.4	1
127.1/5.1	127.0857	5.13	(Monoisotopic)	TRUE	H5LungPBS4d-2	20770	127.1/5.1	1
128.0/9.9	127.9955	9.9	""	TRUE	H5LungPBS4d-2	11742	128.0/9.9	1
128.1/9.5	128.117	9.49	""	TRUE	H5LungPBS4d-2	16829	128.1/9.5	1
129.1/20.8	129.0803	20.77	(Monoisotopic)	TRUE	H5LungPBS4d-2	8390	129.1/20.8	1
130.0/10.0	130.0499	10.01	""	TRUE	H5LungPBS4d-2	61523	130.0/10.0	1
130.1/5.3	130.0636	5.29	""	TRUE	H5LungPBS4d-2	2164	130.1/5.3	1
130.1/9.4	130.0639	9.39	""	TRUE	H5LungPBS4d-2	6691	130.1/9.4	1
130.1/9.6	130.1112	9.55	""	TRUE	H5LungPBS4d-2	8986	130.1/9.6	1
130.1/20.9	130.112	20.85	""	TRUE	H5LungPBS4d-2	155	130.1/20.9	1
130.2/2.5	130.1571	2.49	(Monoisotopic)	TRUE	H5LungPBS4d-2	10890	130.2/2.5	1
132.1/10.0	132.0532	9.96	(Monoisotopic)	TRUE	H5LungPBS4d-2	148034	132.1/10.0	1
132.1/10.3	132.0547	10.3	""	TRUE	H5LungPBS4d-2	4939	132.1/10.3	1
132.1/9.4	132.0789	9.39	""	TRUE	H5LungPBS4d-2	4421	132.1/9.4	1
133.1/4.8	133.0538	4.75	(Monoisotopic)	TRUE	H5LungPBS4d-2	12421	133.1/4.8	1
134.0/9.4	134.0187	9.39	""	TRUE	H5LungPBS4d-2	5927	134.0/9.4	1
134.1/3.6	134.0932	3.58	""	TRUE	H5LungPBS4d-2	1062	134.1/3.6	1
134.1/9.5	134.0944	9.53	""	TRUE	H5LungPBS4d-2	3127	134.1/9.5	1
135.0/20.9	134.9866	20.85	(Monoisotopic)	TRUE	H5LungPBS4d-2	22734	135.0/20.9	1
135.0/0.1	134.9869	0.06	(Monoisotopic)	TRUE	H5LungPBS4d-2	20873	135.0/0.1	1
135.0/0.7	134.987	0.66	(Monoisotopic)	TRUE	H5LungPBS4d-2	21457	135.0/0.7	1
135.0/7.6	134.987	7.65	""	TRUE	H5LungPBS4d-2	56	135.0/7.6	1
135.0/5.3	134.9875	5.3	""	TRUE	H5LungPBS4d-2	9631	135.0/5.3	1
135.1/3.9	135.0559	3.94	""	TRUE	H5LungPBS4d-2	24826	135.1/3.9	1
136.0/9.3	135.9974	9.25	""	TRUE	H5LungPBS4d-2	0	136.0/9.3	1
136.0/23.4	136.0208	23.45	""	TRUE	H5LungPBS4d-2	13170	136.0/23.4	1
136.0/23.8	136.021	23.81	""	TRUE	H5LungPBS4d-2	14889	136.0/23.8	1
136.0/10.0	136.0251	10.02	""	TRUE	H5LungPBS4d-2	8287	136.0/10.0	1
136.0/7.6	136.0348	7.6	""	TRUE	H5LungPBS4d-2	34	136.0/7.6	1
136.0/21.0	136.0365	20.97	(Monoisotopic)	TRUE	H5LungPBS4d-2	16388	136.0/21.0	1
136.1/8.6	136.0606	8.56	""	TRUE	H5LungPBS4d-2	6677	136.1/8.6	1
136.1/5.3	136.0608	5.3	(Monoisotopic)	TRUE	H5LungPBS4d-2	16173	136.1/5.3	1
136.6/20.9	136.5522	20.85	""	TRUE	H5LungPBS4d-2	8643	136.6/20.9	1
136.9/10.8	136.9131	10.79	""	TRUE	H5LungPBS4d-2	11	136.9/10.8	1
100.1/2.9	100.0964	2.86	""	TRUE	H5LungPBS4d-3	5452	100.1/2.9	1
101.1/0.5	101.0543	0.47	""	TRUE	H5LungPBS4d-3	10644	101.1/0.5	1
101.1/23.1	101.0543	23.08	""	TRUE	H5LungPBS4d-3	2113	101.1/23.1	1
101.1/5.0	101.0693	5.02	""	TRUE	H5LungPBS4d-3	5104	101.1/5.0	1
104.0/0.4	103.9642	0.38	""	TRUE	H5LungPBS4d-3	88	104.0/0.4	1
104.1/7.1	104.0884	7.08	""	TRUE	H5LungPBS4d-3	1301	104.1/7.1	1
104.1/4.8	104.0904	4.75	(Monoisotopic)	TRUE	H5LungPBS4d-3	380325	104.1/4.8	1
104.1/6.8	104.0906	6.84	(Monoisotopic)	TRUE	H5LungPBS4d-3	995956	104.1/6.8	1
104.1/3.7	104.0906	3.67	(Monoisotopic)	TRUE	H5LungPBS4d-3	6804	104.1/3.7	1
104.1/4.5	104.1074	4.49	""	TRUE	H5LungPBS4d-3	2303	104.1/4.5	1
104.1/0.4	104.1154	0.38	""	TRUE	H5LungPBS4d-3	2649	104.1/0.4	1
105.0/4.9	104.9753	4.93	""	TRUE	H5LungPBS4d-3	284	105.0/4.9	1
105.0/8.7	104.9762	8.74	""	TRUE	H5LungPBS4d-3	225189	105.0/8.7	1
105.0/8.7	104.9918	8.68	""	TRUE	H5LungPBS4d-3	171369	105.0/8.7	1
105.0/8.2	104.9919	8.2	""	TRUE	H5LungPBS4d-3	90138	105.0/8.2	1
105.1/6.8	105.0938	6.85	""	TRUE	H5LungPBS4d-3	164	105.1/6.8	1
106.9/9.0	106.9349	9.03	""	TRUE	H5LungPBS4d-3	0	106.9/9.0	1
108.0/9.8	107.9928	9.84	""	TRUE	H5LungPBS4d-3	5739	108.0/9.8	1
112.9/9.2	112.8754	9.24	""	TRUE	H5LungPBS4d-3	0	112.9/9.2	1
113.1/20.8	113.0893	20.77	""	TRUE	H5LungPBS4d-3	23543	113.1/20.8	1
113.1/20.9	113.0896	20.94	(Monoisotopic)	TRUE	H5LungPBS4d-3	38944	113.1/20.9	1
114.1/4.9	114.0902	4.93	""	TRUE	H5LungPBS4d-3	9461	114.1/4.9	1
114.1/4.4	114.0907	4.4	""	TRUE	H5LungPBS4d-3	35589	114.1/4.4	1
115.1/5.1	115.0859	5.13	""	TRUE	H5LungPBS4d-3	7200	115.1/5.1	1
115.1/3.3	115.0871	3.31	""	TRUE	H5LungPBS4d-3	9339	115.1/3.3	1
116.0/9.4	116.0136	9.39	""	TRUE	H5LungPBS4d-3	0	116.0/9.4	1
116.1/9.9	116.0505	9.93	""	TRUE	H5LungPBS4d-3	6007	116.1/9.9	1
118.1/9.5	118.066	9.48	(Monoisotopic)	TRUE	H5LungPBS4d-3	117474	118.1/9.5	1
118.1/10.3	118.0664	10.3	""	TRUE	H5LungPBS4d-3	0	118.1/10.3	1
118.1/7.3	118.1002	7.25	""	TRUE	H5LungPBS4d-3	34	118.1/7.3	1
118.1/5.5	118.1027	5.49	(Monoisotopic)	TRUE	H5LungPBS4d-3	64055	118.1/5.5	1
118.1/3.4	118.1032	3.4	""	TRUE	H5LungPBS4d-3	98791	118.1/3.4	1
118.1/6.6	118.1032	6.55	""	TRUE	H5LungPBS4d-3	51479	118.1/6.6	1
118.1/22.7	118.1217	22.66	""	TRUE	H5LungPBS4d-3	18187	118.1/22.7	1
118.1/10.9	118.1219	10.89	""	TRUE	H5LungPBS4d-3	3168	118.1/10.9	1
118.1/5.1	118.122	5.12	""	TRUE	H5LungPBS4d-3	44265	118.1/5.1	1
118.1/0.4	118.1317	0.38	(Monoisotopic)	TRUE	H5LungPBS4d-3	50609	118.1/0.4	1
119.1/3.9	119.0653	3.94	""	TRUE	H5LungPBS4d-3	37014	119.1/3.9	1
120.1/9.3	120.0605	9.3	(Monoisotopic)	TRUE	H5LungPBS4d-3	2464	120.1/9.3	1
122.1/23.1	122.0509	23.09	""	TRUE	H5LungPBS4d-3	9428	122.1/23.1	1
122.1/1.1	122.0763	1.12	(Monoisotopic)	TRUE	H5LungPBS4d-3	29414	122.1/1.1	1
122.1/6.6	122.0764	6.55	""	TRUE	H5LungPBS4d-3	1450	122.1/6.6	1
122.9/9.1	122.9041	9.12	""	TRUE	H5LungPBS4d-3	0	122.9/9.1	1
123.0/9.4	123.0332	9.4	""	TRUE	H5LungPBS4d-3	0	123.0/9.4	1
123.0/4.8	123.0343	4.84	""	TRUE	H5LungPBS4d-3	283223	123.0/4.8	1
123.1/0.1	123.0789	0.06	""	TRUE	H5LungPBS4d-3	10957	123.1/0.1	1
124.0/9.7	124.0036	9.71	""	TRUE	H5LungPBS4d-3	12942	124.0/9.7	1
124.1/0.1	124.0636	0.07	(Monoisotopic)	TRUE	H5LungPBS4d-3	10099	124.1/0.1	1
124.1/6.3	124.0636	6.25	""	TRUE	H5LungPBS4d-3	3815	124.1/6.3	1
124.1/2.2	124.0636	2.19	""	TRUE	H5LungPBS4d-3	981	124.1/2.2	1
124.1/0.6	124.0637	0.65	""	TRUE	H5LungPBS4d-3	7855	124.1/0.6	1
124.1/23.1	124.0638	23.1	(Monoisotopic)	TRUE	H5LungPBS4d-3	4226	124.1/23.1	1
124.1/21.7	124.0639	21.74	(Monoisotopic)	TRUE	H5LungPBS4d-3	3035	124.1/21.7	1
124.1/18.4	124.0639	18.44	(Monoisotopic)	TRUE	H5LungPBS4d-3	163	124.1/18.4	1
124.1/9.4	124.0865	9.37	(Monoisotopic)	TRUE	H5LungPBS4d-3	1674	124.1/9.4	1
126.0/9.9	125.999	9.88	(Monoisotopic)	TRUE	H5LungPBS4d-3	251657	126.0/9.9	1
126.0/10.5	126.0218	10.46	""	TRUE	H5LungPBS4d-3	7993	126.0/10.5	1
126.1/5.2	126.0802	5.22	""	TRUE	H5LungPBS4d-3	33799	126.1/5.2	1
126.1/5.9	126.0811	5.93	""	TRUE	H5LungPBS4d-3	551	126.1/5.9	1
126.1/21.4	126.0812	21.41	""	TRUE	H5LungPBS4d-3	23016	126.1/21.4	1
126.1/6.9	126.0814	6.85	""	TRUE	H5LungPBS4d-3	498	126.1/6.9	1
126.1/7.1	126.0815	7.13	""	TRUE	H5LungPBS4d-3	290	126.1/7.1	1
126.1/0.4	126.0817	0.38	(Monoisotopic)	TRUE	H5LungPBS4d-3	70178	126.1/0.4	1
126.1/9.5	126.0819	9.53	""	TRUE	H5LungPBS4d-3	23259	126.1/9.5	1
126.1/1.2	126.1011	1.21	(Monoisotopic)	TRUE	H5LungPBS4d-3	41792	126.1/1.2	1
127.0/5.5	127.0273	5.53	""	TRUE	H5LungPBS4d-3	26253	127.0/5.5	1
127.1/20.9	127.0648	20.85	(Monoisotopic)	TRUE	H5LungPBS4d-3	17343	127.1/20.9	1
127.1/6.4	127.084	6.38	""	TRUE	H5LungPBS4d-3	23677	127.1/6.4	1
127.1/5.1	127.0857	5.13	(Monoisotopic)	TRUE	H5LungPBS4d-3	22729	127.1/5.1	1
128.0/9.9	127.9955	9.9	""	TRUE	H5LungPBS4d-3	9519	128.0/9.9	1
128.1/9.5	128.117	9.49	""	TRUE	H5LungPBS4d-3	19872	128.1/9.5	1
129.1/20.8	129.0803	20.77	(Monoisotopic)	TRUE	H5LungPBS4d-3	7264	129.1/20.8	1
130.0/10.0	130.0499	10.01	""	TRUE	H5LungPBS4d-3	50610	130.0/10.0	1
130.1/5.3	130.0636	5.29	""	TRUE	H5LungPBS4d-3	2661	130.1/5.3	1
130.1/9.4	130.0639	9.39	""	TRUE	H5LungPBS4d-3	5758	130.1/9.4	1
130.1/9.6	130.1112	9.55	""	TRUE	H5LungPBS4d-3	7557	130.1/9.6	1
130.1/20.9	130.112	20.85	""	TRUE	H5LungPBS4d-3	351	130.1/20.9	1
130.2/2.5	130.1571	2.49	(Monoisotopic)	TRUE	H5LungPBS4d-3	16488	130.2/2.5	1
132.1/10.0	132.0532	9.96	(Monoisotopic)	TRUE	H5LungPBS4d-3	93241	132.1/10.0	1
132.1/10.3	132.0547	10.3	""	TRUE	H5LungPBS4d-3	2929	132.1/10.3	1
132.1/9.4	132.0789	9.39	""	TRUE	H5LungPBS4d-3	3073	132.1/9.4	1
133.1/4.8	133.0538	4.75	(Monoisotopic)	TRUE	H5LungPBS4d-3	9701	133.1/4.8	1
134.0/9.4	134.0187	9.39	""	TRUE	H5LungPBS4d-3	4838	134.0/9.4	1
134.1/3.6	134.0932	3.58	""	TRUE	H5LungPBS4d-3	470	134.1/3.6	1
134.1/9.5	134.0944	9.53	""	TRUE	H5LungPBS4d-3	3977	134.1/9.5	1
135.0/20.9	134.9866	20.85	(Monoisotopic)	TRUE	H5LungPBS4d-3	26057	135.0/20.9	1
135.0/0.1	134.9869	0.06	(Monoisotopic)	TRUE	H5LungPBS4d-3	20441	135.0/0.1	1
135.0/0.7	134.987	0.66	(Monoisotopic)	TRUE	H5LungPBS4d-3	21396	135.0/0.7	1
135.0/7.6	134.987	7.65	""	TRUE	H5LungPBS4d-3	52	135.0/7.6	1
135.0/5.3	134.9875	5.3	""	TRUE	H5LungPBS4d-3	11664	135.0/5.3	1
135.1/3.9	135.0559	3.94	""	TRUE	H5LungPBS4d-3	21894	135.1/3.9	1
136.0/9.3	135.9974	9.25	""	TRUE	H5LungPBS4d-3	25	136.0/9.3	1
136.0/23.4	136.0208	23.45	""	TRUE	H5LungPBS4d-3	3355	136.0/23.4	1
136.0/23.8	136.021	23.81	""	TRUE	H5LungPBS4d-3	1678	136.0/23.8	1
136.0/10.0	136.0251	10.02	""	TRUE	H5LungPBS4d-3	3253	136.0/10.0	1
136.0/7.6	136.0348	7.6	""	TRUE	H5LungPBS4d-3	124	136.0/7.6	1
136.0/21.0	136.0365	20.97	(Monoisotopic)	TRUE	H5LungPBS4d-3	18335	136.0/21.0	1
136.1/8.6	136.0606	8.56	""	TRUE	H5LungPBS4d-3	2820	136.1/8.6	1
136.1/5.3	136.0608	5.3	(Monoisotopic)	TRUE	H5LungPBS4d-3	11362	136.1/5.3	1
136.6/20.9	136.5522	20.85	""	TRUE	H5LungPBS4d-3	12333	136.6/20.9	1
136.9/10.8	136.9131	10.79	""	TRUE	H5LungPBS4d-3	100	136.9/10.8	1
100.1/2.9	100.0964	2.86	""	TRUE	H5LungPBS4d-4	5609	100.1/2.9	1
101.1/0.5	101.0543	0.47	""	TRUE	H5LungPBS4d-4	7791	101.1/0.5	1
101.1/23.1	101.0543	23.08	""	TRUE	H5LungPBS4d-4	1870	101.1/23.1	1
101.1/5.0	101.0693	5.02	""	TRUE	H5LungPBS4d-4	6636	101.1/5.0	1
104.0/0.4	103.9642	0.38	""	TRUE	H5LungPBS4d-4	40	104.0/0.4	1
104.1/7.1	104.0884	7.08	""	TRUE	H5LungPBS4d-4	2328	104.1/7.1	1
104.1/4.8	104.0904	4.75	(Monoisotopic)	TRUE	H5LungPBS4d-4	632494	104.1/4.8	1
104.1/6.8	104.0906	6.84	(Monoisotopic)	TRUE	H5LungPBS4d-4	1694117	104.1/6.8	1
104.1/3.7	104.0906	3.67	(Monoisotopic)	TRUE	H5LungPBS4d-4	5527	104.1/3.7	1
104.1/4.5	104.1074	4.49	""	TRUE	H5LungPBS4d-4	2119	104.1/4.5	1
104.1/0.4	104.1154	0.38	""	TRUE	H5LungPBS4d-4	2931	104.1/0.4	1
105.0/4.9	104.9753	4.93	""	TRUE	H5LungPBS4d-4	1004	105.0/4.9	1
105.0/8.7	104.9762	8.74	""	TRUE	H5LungPBS4d-4	239812	105.0/8.7	1
105.0/8.7	104.9918	8.68	""	TRUE	H5LungPBS4d-4	167735	105.0/8.7	1
105.0/8.2	104.9919	8.2	""	TRUE	H5LungPBS4d-4	87428	105.0/8.2	1
105.1/6.8	105.0938	6.85	""	TRUE	H5LungPBS4d-4	82	105.1/6.8	1
106.9/9.0	106.9349	9.03	""	TRUE	H5LungPBS4d-4	0	106.9/9.0	1
108.0/9.8	107.9928	9.84	""	TRUE	H5LungPBS4d-4	6881	108.0/9.8	1
112.9/9.2	112.8754	9.24	""	TRUE	H5LungPBS4d-4	0	112.9/9.2	1
113.1/20.8	113.0893	20.77	""	TRUE	H5LungPBS4d-4	20771	113.1/20.8	1
113.1/20.9	113.0896	20.94	(Monoisotopic)	TRUE	H5LungPBS4d-4	32196	113.1/20.9	1
114.1/4.9	114.0902	4.93	""	TRUE	H5LungPBS4d-4	11032	114.1/4.9	1
114.1/4.4	114.0907	4.4	""	TRUE	H5LungPBS4d-4	46949	114.1/4.4	1
115.1/5.1	115.0859	5.13	""	TRUE	H5LungPBS4d-4	8920	115.1/5.1	1
115.1/3.3	115.0871	3.31	""	TRUE	H5LungPBS4d-4	9064	115.1/3.3	1
116.0/9.4	116.0136	9.39	""	TRUE	H5LungPBS4d-4	35	116.0/9.4	1
116.1/9.9	116.0505	9.93	""	TRUE	H5LungPBS4d-4	6151	116.1/9.9	1
118.1/9.5	118.066	9.48	(Monoisotopic)	TRUE	H5LungPBS4d-4	138216	118.1/9.5	1
118.1/10.3	118.0664	10.3	""	TRUE	H5LungPBS4d-4	0	118.1/10.3	1
118.1/7.3	118.1002	7.25	""	TRUE	H5LungPBS4d-4	51	118.1/7.3	1
118.1/5.5	118.1027	5.49	(Monoisotopic)	TRUE	H5LungPBS4d-4	72159	118.1/5.5	1
118.1/3.4	118.1032	3.4	""	TRUE	H5LungPBS4d-4	88436	118.1/3.4	1
118.1/6.6	118.1032	6.55	""	TRUE	H5LungPBS4d-4	54944	118.1/6.6	1
118.1/22.7	118.1217	22.66	""	TRUE	H5LungPBS4d-4	17412	118.1/22.7	1
118.1/10.9	118.1219	10.89	""	TRUE	H5LungPBS4d-4	3199	118.1/10.9	1
118.1/5.1	118.122	5.12	""	TRUE	H5LungPBS4d-4	55446	118.1/5.1	1
118.1/0.4	118.1317	0.38	(Monoisotopic)	TRUE	H5LungPBS4d-4	48419	118.1/0.4	1
119.1/3.9	119.0653	3.94	""	TRUE	H5LungPBS4d-4	57587	119.1/3.9	1
120.1/9.3	120.0605	9.3	(Monoisotopic)	TRUE	H5LungPBS4d-4	2638	120.1/9.3	1
122.1/23.1	122.0509	23.09	""	TRUE	H5LungPBS4d-4	9536	122.1/23.1	1
122.1/1.1	122.0763	1.12	(Monoisotopic)	TRUE	H5LungPBS4d-4	26510	122.1/1.1	1
122.1/6.6	122.0764	6.55	""	TRUE	H5LungPBS4d-4	1396	122.1/6.6	1
122.9/9.1	122.9041	9.12	""	TRUE	H5LungPBS4d-4	0	122.9/9.1	1
123.0/9.4	123.0332	9.4	""	TRUE	H5LungPBS4d-4	0	123.0/9.4	1
123.0/4.8	123.0343	4.84	""	TRUE	H5LungPBS4d-4	137572	123.0/4.8	1
123.1/0.1	123.0789	0.06	""	TRUE	H5LungPBS4d-4	9709	123.1/0.1	1
124.0/9.7	124.0036	9.71	""	TRUE	H5LungPBS4d-4	14894	124.0/9.7	1
124.1/0.1	124.0636	0.07	(Monoisotopic)	TRUE	H5LungPBS4d-4	9011	124.1/0.1	1
124.1/6.3	124.0636	6.25	""	TRUE	H5LungPBS4d-4	6146	124.1/6.3	1
124.1/2.2	124.0636	2.19	""	TRUE	H5LungPBS4d-4	1030	124.1/2.2	1
124.1/0.6	124.0637	0.65	""	TRUE	H5LungPBS4d-4	7734	124.1/0.6	1
124.1/23.1	124.0638	23.1	(Monoisotopic)	TRUE	H5LungPBS4d-4	3947	124.1/23.1	1
124.1/21.7	124.0639	21.74	(Monoisotopic)	TRUE	H5LungPBS4d-4	3372	124.1/21.7	1
124.1/18.4	124.0639	18.44	(Monoisotopic)	TRUE	H5LungPBS4d-4	236	124.1/18.4	1
124.1/9.4	124.0865	9.37	(Monoisotopic)	TRUE	H5LungPBS4d-4	5562	124.1/9.4	1
126.0/9.9	125.999	9.88	(Monoisotopic)	TRUE	H5LungPBS4d-4	313530	126.0/9.9	1
126.0/10.5	126.0218	10.46	""	TRUE	H5LungPBS4d-4	11017	126.0/10.5	1
126.1/5.2	126.0802	5.22	""	TRUE	H5LungPBS4d-4	31785	126.1/5.2	1
126.1/5.9	126.0811	5.93	""	TRUE	H5LungPBS4d-4	564	126.1/5.9	1
126.1/21.4	126.0812	21.41	""	TRUE	H5LungPBS4d-4	21168	126.1/21.4	1
126.1/6.9	126.0814	6.85	""	TRUE	H5LungPBS4d-4	724	126.1/6.9	1
126.1/7.1	126.0815	7.13	""	TRUE	H5LungPBS4d-4	141	126.1/7.1	1
126.1/0.4	126.0817	0.38	(Monoisotopic)	TRUE	H5LungPBS4d-4	69746	126.1/0.4	1
126.1/9.5	126.0819	9.53	""	TRUE	H5LungPBS4d-4	19586	126.1/9.5	1
126.1/1.2	126.1011	1.21	(Monoisotopic)	TRUE	H5LungPBS4d-4	44841	126.1/1.2	1
127.0/5.5	127.0273	5.53	""	TRUE	H5LungPBS4d-4	25386	127.0/5.5	1
127.1/20.9	127.0648	20.85	(Monoisotopic)	TRUE	H5LungPBS4d-4	16135	127.1/20.9	1
127.1/6.4	127.084	6.38	""	TRUE	H5LungPBS4d-4	28198	127.1/6.4	1
127.1/5.1	127.0857	5.13	(Monoisotopic)	TRUE	H5LungPBS4d-4	22769	127.1/5.1	1
128.0/9.9	127.9955	9.9	""	TRUE	H5LungPBS4d-4	12310	128.0/9.9	1
128.1/9.5	128.117	9.49	""	TRUE	H5LungPBS4d-4	17328	128.1/9.5	1
129.1/20.8	129.0803	20.77	(Monoisotopic)	TRUE	H5LungPBS4d-4	10173	129.1/20.8	1
130.0/10.0	130.0499	10.01	""	TRUE	H5LungPBS4d-4	75418	130.0/10.0	1
130.1/5.3	130.0636	5.29	""	TRUE	H5LungPBS4d-4	2923	130.1/5.3	1
